,name,region,Published,End
1982,2021 FULL DEPTH CONCRETE PAVEMENT REPLACEMENT,Ohio,06/29/2021,07/14/2021
1983,Furnishing & Delivery of Hot Water Heaters “As Needed”,New Jersey,06/29/2021,07/20/2021
1984,College & Career Readiness Assessment,North Carolina,06/29/2021,07/27/2021
1985,ROBINS MEADOW PERMANENT SUPPORTIVE HOUSING,North Carolina,06/29/2021,07/27/2021
1986,Memorial Park & Parker Square Improvements-Phase 1,Ohio,06/29/2021,07/14/2021
1987,MEDIA BUYING,Minnesota,06/29/2021,07/15/2021
1988,"SANITARY SEWER REPLACEMENT MICHAEL MYERS TERRACE TORONTO, OH COMM. 2720",Ohio,06/29/2021,07/15/2021
1989,Buckeye Lake Park Street Retaining Wall Replacement,Ohio,06/29/2021,07/14/2021
1990,IT Security Services,Michigan,06/29/2021,07/02/2021
1991,Fence Installation & Repairs,Texas,06/29/2021,07/27/2021
1992,EAB Navigate to replace Program Starfish for Student Success,Minnesota,06/29/2021,07/13/2021
1993,Venta Spur Trail Pedestrian Overcrossing,California,06/29/2021,07/27/2021
1994,"the Road To Hope The Village/Women and Family Housing Complex, 1863 Liberty Avenue, Vermilion, OH 44089, Project MH-1192",Ohio,06/29/2021,07/08/2021
1995,ROBINS MEADOW PERMANENT SUPPORTIVE HOUSING,North Carolina,06/29/2021,07/27/2021
1996,CLINTON ST. CULVERT REPLACEMENT PROJECT,Ohio,06/29/2021,07/14/2021
1997,"Fire Protection System Maintenance, Inspection and Repair Services at El Paso SSLC",Texas,06/29/2021,07/27/2021
1998,Administration Building Interior Upgrades,New Jersey,06/29/2021,07/27/2021
1999,3 (THREE) 864 SQ FEET UNITS,Arizona,06/29/2021,07/16/2021
2000,"Intensive case management and support recovery coaches or peer mentors for the Ohio START program for Hocking, Ross, and Vinton Counties",Ohio,06/29/2021,08/04/2021
2001,"supervised visitation services to children and their parents in Hocking, Ross, and Vinton Counties",Ohio,06/29/2021,08/04/2021
2002,MHS Parking Lot Paving,Texas,06/29/2021,07/14/2021
2003,Pavement Replacement Project of the fire apparatus bay aprons at the same location,Ohio,06/29/2021,07/13/2021
2004,PURCHASE OF NEW NUTANIX EQUIP. & INSTALLATION SERVICES,Florida,06/29/2021,07/01/2021
2005,Executive Search Consultant Services,Florida,06/29/2021,07/27/2021
2006,"PAYROLL PROCESSING, TIME, AND ATTENDANCE HUMAN RESOURCE MANAGEMENT SERVICES",New Jersey,06/29/2021,07/27/2021
2007,"Payroll Processing, Time, and Attendance Human Resource Management Services",New Jersey,06/29/2021,07/27/2021
2008,Pavement Markings & Signing Upgrades,Minnesota,06/29/2021,07/27/2021
2009,"19090.00 Antwerp Local Schools . Antwerp Innovation Center . 303 South Harrmann Road . Antwerp, Ohio",Ohio,06/29/2021,07/22/2021
2010,Valve Maintenance Trailer,New Jersey,06/29/2021,07/27/2021
2011,Pest Control services,Ohio,06/29/2021,07/07/2021
2012,North Davis Meadows (CSA) Landscape Maintenance Services,California,06/29/2021,07/26/2021
2013,"Mansfield ISD Data Cabling Replacement at Coble, Jobe and Jones Middle Schools",Texas,06/29/2021,07/08/2021
2014,Sun/Steel #1400 Gloss Paint,Arizona,06/29/2021,07/27/2021
2015,SHOW LOW REGIONAL AIRPORT COMMERCIAL HANGAR LEASE(S),Arizona,06/29/2021,07/13/2021
2016,2021 Paving Program,Ohio,06/29/2021,07/13/2021
2017,Professional Services for Granulated Active Carbon and other Improvements Johnny G. Martinez Water Treatment Plant,Arizona,06/29/2021,Not Stated
2018,Master Trust and Custody Services,Illinois,06/29/2021,07/26/2021
2019,CHATS Travel Demand Model Expansion,South Carolina,06/29/2021,07/26/2021
2020,Phmc Warehouse,Pennsylvania,06/29/2021,07/26/2021
2021,Ohio Public Health Technology Enablement Project,Ohio,06/29/2021,07/26/2021
2022,Cottage Creek Dam Spillway Modification project,California,06/29/2021,08/03/2021
2023,Project Management Services for Shaw University Roberts Science Center Renovation Project,North Carolina,06/29/2021,07/26/2021
2024,Resiliency in Transportation Planning and Operations,Nevada,06/29/2021,07/26/2021
2025,TO PROVIDE ESCROW SERVICES TO THE COUNTY OF HAWAII FOR THE KILAUEA VOLUNTARY HOUSING BUYOUT PROGRAM,Hawaii,06/29/2021,07/26/2021
2026,GASB 87 IMPLEMENTATION SERVICES RFQ,California,06/29/2021,07/23/2021
2027,NAVAJO COUNTY PUBLIC WORKS NOTICE OF PRE-QUALIFIED TECHNICAL REGISTRANT LIST,Arizona,06/29/2021,07/20/2021
2028,"CONSTRUCTION MANAGER AT RISK Clark Park Community Center, Pool and Park Improvements",Arizona,06/29/2021,07/13/2021
2029,Environmental and Cultural Assessment Services,California,06/29/2021,07/23/2021
2030,PROFESSION AUDITING SERVICES,Alabama,06/29/2021,07/23/2021
2031,Massachusetts Division of Ecological Restoration Regional Restoration Partnerships Program,Massachusetts,06/29/2021,07/23/2021
2032,Fire Hood Cleaning Services,North Carolina,06/29/2021,07/23/2021
2033,Bi-annual Program for Containment and Cleanup of Spills Impacting Roadways Maintained by the Indiana Department of Transportation (INDOT),Indiana,06/29/2021,07/15/2021
2034,23 Se Dma 2 Road Killed Deer Pickup,Pennsylvania,06/29/2021,07/07/2021
2035,3-POINT BELT DRIVER SEAT ASSEMBLIES,California,06/29/2021,07/22/2021
2036,Janitorial Cleaning and Maintenance Services at the China Trade Center,Massachusetts,06/29/2021,07/23/2021
2037,Frank E. Van Lare Water Resource Recovery Facility Electrical System Improvements,New York,06/29/2021,07/23/2021
2038,DCP2 Chemical Storage Addition,Texas,06/29/2021,07/22/2021
2039,IFB for ENGLE EASTERN DISTRIBUTION SUBSTATION - CIVIL CONSTRUCTION,California,06/29/2021,07/22/2021
2040,District-wide: Projector Mount Installation,California,06/29/2021,07/21/2021
2041,Janitorial Services,New Hampshire,06/29/2021,07/22/2021
2042,Citywide Fire Alarm,Maryland,06/29/2021,07/22/2021
2043,HOUSING REHABILITATION SERVICES,Alabama,06/29/2021,07/21/2021
2044,Paint,Texas,06/29/2021,07/14/2021
2045,D/M/WBE’s for Reconstruction on Rt 5 in the City of Amsterdam,New York,06/29/2021,07/21/2021
2046,Kegans ISF Food Service,Texas,06/29/2021,07/21/2021
2047,RFP for Embedded Literacy Coaching,Texas,06/29/2021,07/21/2021
2048,MWBE Subcontractors and Suppliers for: WCDPW Contract 20-531-Site Improvements Playland Park,New York,06/29/2021,07/21/2021
2049,Request for proposals for repaving existing parking and expanding parking lot,North Carolina,06/29/2021,07/21/2021
2050,32 Hour Basic Mediation Training Program for Housing Specialists-Massachusetts Trial Court,Massachusetts,06/29/2021,07/20/2021
2051,Great Trap Cleaning,Texas,06/29/2021,07/12/2021
2052,TSBVI Perishable Goods - Produce,Texas,06/29/2021,07/13/2021
2053,COPS NOTIFICATION SYSTEM UPGRADES PROJECT,West Virginia,06/29/2021,08/11/2021
2054,AUSTIN PREPAREDNESS CALENDAR,Texas,06/29/2021,07/20/2021
2055,"Flexible Base, Surface Rock and 3x5 Rock",Texas,06/29/2021,07/20/2021
2056,"Scheduled and Emergency Cleaning, Repair and Reconstruction of Drainage Structures and Pipes at Various Locations",Massachusetts,06/29/2021,07/20/2021
2057,Armed and Unarmed Guard Services,Maryland,06/29/2021,07/16/2021
2058,23 Ne Dma 2 Road Killed Deer Pick Up,Pennsylvania,06/29/2021,07/07/2021
2059,Brokerage Services for Building Insurance,Ohio,06/29/2021,07/20/2021
2060,Plcb Gift Cards,Pennsylvania,06/29/2021,07/06/2021
2061,Telehealth Study,Maryland,06/29/2021,08/13/2021
2062,Fresh Produce August 2021 Wesh Ad,Pennsylvania,06/29/2021,07/14/2021
2063,610873 - DISTRICT 4,Massachusetts,06/29/2021,07/20/2021
2064,Stocking Authorization Application,Pennsylvania,06/29/2021,07/14/2021
2065,23 Nc Dma 2 Road Killed Deer Pick Up,Pennsylvania,06/29/2021,07/07/2021
2066,23Whm Sgl 89 Hazard Road Pr Project,Pennsylvania,06/29/2021,07/14/2021
2067,On Call Plumbing Dvvh,Pennsylvania,06/29/2021,07/05/2021
2068,Commonwealth Of Pennsylvania Disparity Study,Pennsylvania,06/29/2021,07/07/2021
2069,2021-017 DPW Equipment,Massachusetts,06/29/2021,07/20/2021
2070,Hvh Perishable Food,Pennsylvania,06/29/2021,07/13/2021
2071,"HERRICK PARK AND W. BARLOW ROAD SIDEWALK INSTALLATION FOR THE CITY OF HUDSON, OHIO",Ohio,06/29/2021,07/20/2021
2072,Cured-In-Place Pipeline Lining,Michigan,06/29/2021,07/20/2021
2073,Decorative Street Light,Rhode Island,06/29/2021,07/20/2021
2074,Plumbing Services at SHA Centreville Maintenance Shop in Queen Anne's County,Maryland,06/29/2021,07/13/2021
2075,RFP 5195 DAIRY PRODUCTS,California,06/29/2021,07/19/2021
2076,Small Area Plan/Feasibility Study for future Employment Corridor,North Carolina,06/29/2021,07/19/2021
2077,Parking Payment Kiosk,Arizona,06/29/2021,07/19/2021
2078,Demolition of 1045 Chestnut Street and 802 Muhlenberg Street,Pennsylvania,06/29/2021,07/19/2021
2079,Deferred Compensation Plan Investment Advisory and Consulting Services,California,06/29/2021,07/19/2021
2080,Automated License Plate Reader Camera Program,Illinois,06/29/2021,07/19/2021
2081,P3 Parking and Annex Project,California,06/29/2021,07/16/2021
2082,RFA Before and After School Care Contractors,Tennessee,06/29/2021,07/15/2021
2083,Social Media Management Services for Firefighter Recruiting,Texas,06/29/2021,07/15/2021
2084,Crossing Guard Services,California,06/29/2021,07/16/2021
2085,Full-Service Delivery – Chicken Products,Texas,06/29/2021,07/15/2021
2086,Debris Removal and Disposal Services,Florida,06/29/2021,Not Stated
2087,Demolitions Summer 2021,Iowa,06/29/2021,07/14/2021
2088,SR 25-00.75 Reconstruction,Ohio,06/29/2021,07/15/2021
2089,RE-BID Batting Cage,North Carolina,06/29/2021,07/14/2021
2090,RE-BID Batting Cage,Georgia,06/29/2021,07/14/2021
2091,Firebrick Volunteer Fire Department for the Fire Station Renovation Project,Kentucky,06/29/2021,07/15/2021
2092,Sistersville,West Virginia,06/29/2021,07/13/2021
2093,LANDFILL SERVICES,Massachusetts,06/29/2021,07/13/2021
2094,"Nutrition Services – Distribution of Frozen, Refrigerated, Processed Commodity and Dry Food Products",California,06/29/2021,07/12/2021
2095,REWIND 400HP GE MOTOR,Massachusetts,06/29/2021,07/09/2021
2096,YELLOW SOUTHERN PINE LUMBER DENSE MSR 2400,Massachusetts,06/29/2021,07/09/2021
2097,REMOVAL OF SODIUM HYPOCHLORITE,Massachusetts,06/29/2021,07/07/2021
2098,KOHLER ADA TOILETS,Hawaii,06/29/2021,07/02/2021
2099,CANTILEVER RACK,Hawaii,06/29/2021,07/02/2021
2100,ADA PEDESTAL DRNKING FOUNTAIN,Hawaii,06/29/2021,07/02/2021
2101,TOILET SEATS,Hawaii,06/29/2021,07/02/2021
2102,STEERING GEAR BOX,Hawaii,06/29/2021,07/02/2021
2103,High-density polyethylene (HDPE) Sheets for Signs,Hawaii,06/29/2021,07/01/2021
2104,SEWAGE PUMPS ORENCO SYSTEMS,Hawaii,06/29/2021,07/01/2021
2105,Sole Source - UCS Spirit,Oregon,06/29/2021,07/05/2021
2106,"TZR T-Hangar G, H, and I Taxilanes Rehabilitation",Ohio,06/29/2021,07/22/2021
2107,Sole Source - Sustainable Furniture Inc.,Oregon,06/29/2021,07/05/2021
2108,3D Scout X-Rays,Massachusetts,06/29/2021,07/14/2021
2109,Cable,California,06/29/2021,07/05/2021
2110,Mural Consulant,Massachusetts,06/29/2021,07/12/2021
2111,XFMR DIST KVA POLE,Texas,06/29/2021,07/02/2021
2112,Archer Court Resurfacing (Waverly to Cul-de-Sac),Iowa,06/29/2021,07/13/2021
2113,Video Inspection & Cleaning of Existing Underground Sewer Lines,Michigan,06/29/2021,07/20/2021
2114,Qty. 150 HP T640 (Thin Client),Iowa,06/29/2021,07/12/2021
2115,CAMERA EQUIPMENT ITC 71 GENETEC,Massachusetts,06/29/2021,07/07/2021
2116,"M/WBE & SDVOB subcontractors / vendors / service providers, for EWR – NO. 154.384 NEWARK LIBERTY INTERNATIONAL AIRPORT – TERMINAL A REDEVELOPMENT PROGRAM – AIRSIDE UTILITIES AND PAVING NORTH – PARTIAL",New Jersey,06/29/2021,07/02/2021
2117,Enviornmental Scan for Final SMHP,South Dakota,06/29/2021,Not Stated
2118,4' x 4' CNC Plasma Table,Oregon,06/29/2021,07/02/2021
2119,SLE - PHOTOCELLS FOR LED/SOLID LIGHTING,Massachusetts,06/29/2021,07/07/2021
2120,Notice of Upcoming Solicitation for Financial Audit Services,California,06/29/2021,07/16/2021
2121,Sports Medicine Supplies,North Carolina,06/29/2021,07/13/2021
2122,Replace HVAC System,North Carolina,06/29/2021,07/23/2021
2123,Court Reporting Service,North Carolina,06/29/2021,07/12/2021
2124,Inspection & Testing Services for the 2021 Street Improvement Project,West Virginia,06/29/2021,07/09/2021
2125,RFP-AMBULANCE SERVICES,New Jersey,06/29/2021,07/08/2021
2126,Grain Straw Mulch,North Carolina,06/29/2021,07/09/2021
2127,Printing Services: The Appalachian Student Newspaper,North Carolina,06/29/2021,07/13/2021
2128,EPG Sure Pump and Parts for the CCSWDC,Florida,06/29/2021,07/07/2021
2129,Removal and Transportation of the Deceased,California,06/29/2021,07/09/2021
2130,Library & Student Success Center AV Systems,North Carolina,06/29/2021,07/13/2021
2131,Vance-Granville Community College Main Campus Pavement Improvement Project-Phase II,North Carolina,06/29/2021,07/16/2021
2132,Citywide Grass Cutting & Landscaping Services,Massachusetts,06/29/2021,07/16/2021
2133,Uninterruptible Power System,North Carolina,06/29/2021,07/20/2021
2134,Painting Dobbs Training Center,North Carolina,06/29/2021,07/22/2021
2135,2021 Wetland Tree Planting,Michigan,06/29/2021,07/26/2021
2136,DEMOLITION/RELOCATION SERVICES,North Carolina,06/29/2021,07/12/2021
2137,R/V Rachel Carson 2021 Drydock Project,Washington,06/29/2021,07/26/2021
2138,Grain Straw Mulch,North Carolina,06/29/2021,07/09/2021
2139,Public Relations,Massachusetts,06/29/2021,07/15/2021
2140,2021 Pavement Management Program,California,06/29/2021,07/07/2021
2141,Extreme Conditions Temporary Emergency Shelter,Arkansas,06/29/2021,07/26/2021
2142,Grease Trap Cleaning Services,North Carolina,06/29/2021,07/30/2021
2143,The Walpole Public Schools invites bids for the furnishing and delivery of Produce at The Walpole Pu,Massachusetts,06/29/2021,07/26/2021
2144,Leadership Development and Executive Coaching Services,Massachusetts,06/29/2021,07/26/2021
2145,Grain Straw Mulch,North Carolina,06/29/2021,07/09/2021
2146,SUMMER 2021 ASPHALT PRESERVATION,North Carolina,06/29/2021,07/15/2021
2147,STRATEGY AND SUPPORT SERVICES,Ohio,06/29/2021,07/26/2021
2148,Investment Consulting and Investment Training Services,Texas,06/29/2021,07/26/2021
2149,Soccer Bus Trips,North Carolina,06/29/2021,07/12/2021
2150,Football Bus Trips,North Carolina,06/29/2021,07/12/2021
2151,Concrete Pumping Services,California,06/29/2021,07/26/2021
2152,Volleyball Bus Trips,North Carolina,06/29/2021,07/12/2021
2153,ONLINE TUTORING SERVICES FOR NETC,South Carolina,06/29/2021,07/26/2021
2154,IFB: METCO Bus Services - Natick Public Schools - 3 Years Subject to Annual Appropriation.,Massachusetts,06/29/2021,07/15/2021
2155,Air Service Management Consulting Services,Washington,06/29/2021,07/23/2021
2156,Online Tutoring Services for NETC,South Carolina,06/29/2021,07/26/2021
2157,The Walpole Public Schools invites bids for the furnishing and delivery of Hot Delivered Pizza at Th,Massachusetts,06/29/2021,07/26/2021
2158,2021 Pavement Markings,Illinois,06/29/2021,07/13/2021
2159,Metal Truss Fabric Membrane Building,Massachusetts,06/29/2021,07/13/2021
2160,Plumbing Maintenance/Repair Services for City Owned Facilities,Oklahoma,06/29/2021,07/14/2021
2161,Infield Groomer Equipment,New Jersey,06/29/2021,07/14/2021
2162,Carpet Tile Installation,Massachusetts,06/29/2021,07/15/2021
2163,"Installation, Sheds, Six Sites",Maryland,06/29/2021,07/26/2021
2164,"Tyrone Township Bridge Repairs, TYT-1, TYT-3, TYT-4",Pennsylvania,06/29/2021,07/26/2021
2165,Installaton of 29 new Window Blinds,Massachusetts,06/29/2021,07/15/2021
2166,"Bicycle Purchase, Parts, Accessories, Repair Service- Prequalification Pool",Florida,06/29/2021,07/23/2021
2167,CRHSAC-WRHSAC - Tech Rescue Equipment,Massachusetts,06/29/2021,07/13/2021
2168,Rollin Hills Storm Sewer Phase 2,Illinois,06/29/2021,07/13/2021
2169,IFQ 22-002 masonry repairs,Massachusetts,06/29/2021,07/15/2021
2170,Virtual Bookstore Operation Service,Missouri,06/29/2021,07/23/2021
2171,NASH COUNTY DETENTION FACILITY ADDITION,North Carolina,06/29/2021,07/29/2021
2172,Food Service Produce,Georgia,06/29/2021,07/26/2021
2173,Classification and Compensation Study,California,06/29/2021,07/23/2021
2174,Website Redesign and Content Management System,California,06/29/2021,07/23/2021
2175,On-Call Traffic Signal Maintenance Services,South Carolina,06/29/2021,07/27/2021
2176,1450 Owens,California,06/29/2021,07/23/2021
2177,Expansion of  Adult Mobile Crisis Services,Pennsylvania,06/29/2021,07/30/2021
2178,Type II Slurry Seal Sand for Slurry Street Improvement Projects,Arizona,06/29/2021,07/23/2021
2179,Asphalt Emulsion for Slurry Street Improvement Projects,Arizona,06/29/2021,07/23/2021
2180,DMS Performance Management and Strategic Planning Training,Wisconsin,06/29/2021,07/23/2021
2181,Milk Products,Massachusetts,06/29/2021,07/12/2021
2182,"Computer Aided Dispatch (CAD), Records Management System (RMS) and Mobile Data System (MDS).",New York,06/29/2021,07/23/2021
2183,"Annual maintenance and the as-needed repairs for its existing CCTV systems at Ptak Towers and Jennie Parker Manor in Highlands, NJ",New Jersey,06/29/2021,07/13/2021
2184,Base Cource,New Mexico,06/29/2021,07/22/2021
2185,Rollin Hills Subdivision Street Phase 1,Illinois,06/29/2021,07/13/2021
2186,Lawn Care Service for Neptune Elementary School,Florida,06/29/2021,07/28/2021
2187,Downtown Mall (DTM) WiFi,Virginia,06/29/2021,07/23/2021
2188,Agent of Record Employee Health Products,Texas,06/29/2021,07/12/2021
2189,Assistive Robotics for Needs of Ohioans with Intellectual & Developmental Disabilties,Ohio,06/29/2021,07/06/2021
2190,EMERGENCY VETERINARY CARE SERVICES,Texas,06/29/2021,07/23/2021
2191,RE-Bid: Inman Square Firehouse Selective Demolition,Massachusetts,06/29/2021,07/08/2021
2192,San Mateo County Express Lanes Joint Powers Authority (JPA) – Request for Proposal for Fiscal Agent,California,06/29/2021,07/23/2021
2193,"Lease of Space (Amarillo, Texas)",Texas,06/29/2021,07/22/2021
2194,Annual Financial Audit Services,Texas,06/29/2021,07/22/2021
2195,"2021 Biennial Maintenance Contract for Emergency and Maintenance Repair Service for Water, Sanitary Sewer, and Drainage",New Jersey,06/29/2021,07/13/2021
2196,Financial Advisory Services,Texas,06/29/2021,07/22/2021
2197,Adobe Experience Manager Renewal,Ohio,06/29/2021,07/02/2021
2198,FINANCIAL AND CONSULTATION SERVICES IN THE OPERATION AND MANAGEMENT OF THE VERMONT WASTEWATER AND POTABLE WATER REVOLVING LOAN FUND,Vermont,06/29/2021,07/22/2021
2199,Professional Services Pump Stations,South Carolina,06/29/2021,07/22/2021
2200,USC Jones PSC Fire Line Relocation,South Carolina,06/29/2021,07/22/2021
2201,Interior Renovation of 152 Residential Units at Lakeview Townhomes,Texas,06/29/2021,07/22/2021
2202,Sports Turf Maintenance,Florida,06/29/2021,07/22/2021
2203,"CMF 142983 SCREW - HEX HEAD CAP, M18 X 1.5 X 65MM, GRADE 10.9",California,06/29/2021,07/07/2021
2204,Annual Construction Contract For Utility Replacement FY2021,Virginia,06/29/2021,07/22/2021
2205,John Van Fleet Sportsplex Concession Re-Roof,Florida,06/29/2021,07/22/2021
